ref_area,indicator,source,sex,time,obs_value,obs_status,note_source,note_indicator
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_M,2016,571.984,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_F,2016,519.439,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_T,2015,1013.912,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_M,2015,485.679,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_F,2015,528.233,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_T,2014,908.162,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_M,2014,412.028,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_F,2014,496.135,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_T,2013,940.25,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_M,2013,432.536,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_F,2013,507.714,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_T,2012,1089.29,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_M,2012,545.457,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_F,2012,543.833,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_T,2011,1082.772,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_M,2011,553.502,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_F,2011,529.27,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_T,2010,782.375,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_M,2010,426.043,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_F,2010,356.332,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_T,2009,686.751,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_M,2009,358.573,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_F,2009,328.179,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_T,2008,786.841,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_M,2008,431.027,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_F,2008,355.815,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_T,2007,718.661,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_M,2007,365.402,,R1:3513_T2:85,
ITA,EMP_NIFL_SEX_NB,BB:3069,SEX_F,2007,353.259,,R1:3513_T2:85,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_T,2022,701.532,,R1:3513,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_M,2022,436.232,,R1:3513,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_F,2022,265.3,,R1:3513,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_T,2021,707.251,,R1:3513,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_M,2021,439.716,,R1:3513,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_F,2021,267.535,,R1:3513,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_T,2020,684.391,,R1:3513,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_M,2020,428.133,,R1:3513,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_F,2020,256.258,,R1:3513,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_T,2019,702.382,,R1:3513,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_M,2019,435.5,,R1:3513,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_F,2019,266.882,,R1:3513,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_T,2018,696.529,,R1:3513,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_M,2018,431.143,,R1:3513,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_F,2018,265.386,,R1:3513,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_T,2017,693.71,,R1:3513,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_M,2017,431.362,,R1:3513,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_F,2017,262.347,,R1:3513,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_T,2016,675.973,,R1:3513,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_M,2016,423.814,,R1:3513,
JAM,EMP_NIFL_SEX_NB,BA:65,SEX_F,2016,252.159,,R1:3513,
JOR,EMP_NIFL_SEX_NB,BA:682,SEX_T,2022,1318.469,,R1:3513,
JOR,EMP_NIFL_SEX_NB,BA:682,SEX_M,2022,1194.873,,R1:3513,
JOR,EMP_NIFL_SEX_NB,BA:682,SEX_F,2022,123.596,,R1:3513,
JOR,EMP_NIFL_SEX_NB,BA:682,SEX_T,2021,1206.531,,R1:3513,
JOR,EMP_NIFL_SEX_NB,BA:682,SEX_M,2021,1089.415,,R1:3513,
JOR,EMP_NIFL_SEX_NB,BA:682,SEX_F,2021,117.115,,R1:3513,
JOR,EMP_NIFL_SEX_NB,BA:682,SEX_T,2020,1269.765,,R1:3513,
JOR,EMP_NIFL_SEX_NB,BA:682,SEX_M,2020,1137.298,,R1:3513,
JOR,EMP_NIFL_SEX_NB,BA:682,SEX_F,2020,132.467,,R1:3513,
JOR,EMP_NIFL_SEX_NB,BA:682,SEX_T,2019,1206.94,,R1:3513,
JOR,EMP_NIFL_SEX_NB,BA:682,SEX_M,2019,1108.171,,R1:3513,
JOR,EMP_NIFL_SEX_NB,BA:682,SEX_F,2019,98.769,,R1:3513,
JOR,EMP_NIFL_SEX_NB,BA:682,SEX_T,2018,1043.189,,R1:3513,
JOR,EMP_NIFL_SEX_NB,BA:682,SEX_M,2018,934.201,,R1:3513,
JOR,EMP_NIFL_SEX_NB,BA:682,SEX_F,2018,108.988,,R1:3513,
JOR,EMP_NIFL_SEX_NB,BA:682,SEX_T,2017,947.952,B,R1:3513,I11:264
JOR,EMP_NIFL_SEX_NB,BA:682,SEX_M,2017,809.365,B,R1:3513,I11:264
JOR,EMP_NIFL_SEX_NB,BA:682,SEX_F,2017,138.587,B,R1:3513,I11:264
KEN,EMP_NIFL_SEX_NB,BX:3465,SEX_T,2019,16194.634,,R1:3513,
KEN,EMP_NIFL_SEX_NB,BX:3465,SEX_M,2019,8150.505,,R1:3513,
KEN,EMP_NIFL_SEX_NB,BX:3465,SEX_F,2019,8044.129,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_T,2021,1750.406,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_M,2021,1050.79,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_F,2021,699.616,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_T,2020,1659.904,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_M,2020,992.002,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_F,2020,667.902,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_T,2019,1610.212,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_M,2019,953.315,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_F,2019,656.897,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_T,2018,1500.867,B,R1:3513,I11:264
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_M,2018,868.223,B,R1:3513,I11:264
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_F,2018,632.644,B,R1:3513,I11:264
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_T,2017,1508.733,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_M,2017,890.625,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_F,2017,618.108,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_T,2016,1564.177,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_M,2016,885.631,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_F,2016,678.546,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_T,2015,1537.618,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_M,2015,852.879,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_F,2015,684.739,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_T,2014,1485.585,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_M,2014,819.167,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_F,2014,666.418,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_T,2013,1472.863,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_M,2013,810.126,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_F,2013,662.736,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_T,2012,1417.538,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_M,2012,781.572,,R1:3513,
KGZ,EMP_NIFL_SEX_NB,BA:496,SEX_F,2012,635.966,,R1:3513,
KHM,EMP_NIFL_SEX_NB,BA:1321,SEX_T,2019,7788.859,B,R1:3513,I11:264
KHM,EMP_NIFL_SEX_NB,BA:1321,SEX_M,2019,4005.223,B,R1:3513,I11:264
KHM,EMP_NIFL_SEX_NB,BA:1321,SEX_F,2019,3783.635,B,R1:3513,I11:264
KHM,EMP_NIFL_SEX_NB,BA:1321,SEX_T,2012,6734.936,B,R1:3513,I11:264
KHM,EMP_NIFL_SEX_NB,BA:1321,SEX_M,2012,3470.492,B,R1:3513,I11:264
KHM,EMP_NIFL_SEX_NB,BA:1321,SEX_F,2012,3264.444,B,R1:3513,I11:264
KIR,EMP_NIFL_SEX_NB,BB:15723,SEX_T,2019,11.983,,R1:3513,
KIR,EMP_NIFL_SEX_NB,BB:15723,SEX_M,2019,7.402,,R1:3513,
KIR,EMP_NIFL_SEX_NB,BB:15723,SEX_F,2019,4.581,,R1:3513,
KIR,EMP_NIFL_SEX_NB,AA:1326,SEX_T,2020,17.401,,R1:3513,
KIR,EMP_NIFL_SEX_NB,AA:1326,SEX_M,2020,10.573,,R1:3513,
KIR,EMP_NIFL_SEX_NB,AA:1326,SEX_F,2020,6.828,,R1:3513,
KOR,EMP_NIFL_SEX_NB,BB:14110,SEX_T,2019,6978.763,,R1:3513,
KOR,EMP_NIFL_SEX_NB,BB:14110,SEX_M,2019,3659.618,,R1:3513,
KOR,EMP_NIFL_SEX_NB,BB:14110,SEX_F,2019,3319.144,,R1:3513,
LAO,EMP_NIFL_SEX_NB,BA:6651,SEX_T,2022,3175.508,B,R1:3513,I11:264
LAO,EMP_NIFL_SEX_NB,BA:6651,SEX_M,2022,1638.416,B,R1:3513,I11:264
LAO,EMP_NIFL_SEX_NB,BA:6651,SEX_F,2022,1537.092,B,R1:3513,I11:264
LAO,EMP_NIFL_SEX_NB,BA:6651,SEX_T,2017,2444.069,B,R1:3513,I11:264
LAO,EMP_NIFL_SEX_NB,BA:6651,SEX_M,2017,1234.696,B,R1:3513,I11:264
LAO,EMP_NIFL_SEX_NB,BA:6651,SEX_F,2017,1209.373,B,R1:3513,I11:264
LBN,EMP_NIFL_SEX_NB,BA:14074,SEX_T,2019,884.253,B,R1:3513,I11:264
LBN,EMP_NIFL_SEX_NB,BA:14074,SEX_M,2019,613.939,B,R1:3513,I11:264
LBN,EMP_NIFL_SEX_NB,BA:14074,SEX_F,2019,270.315,B,R1:3513,I11:264
LBR,EMP_NIFL_SEX_NB,BA:16,SEX_T,2017,924.919,B,R1:3513,I11:264
LBR,EMP_NIFL_SEX_NB,BA:16,SEX_M,2017,445.733,B,R1:3513,I11:264
LBR,EMP_NIFL_SEX_NB,BA:16,SEX_F,2017,479.186,B,R1:3513,I11:264
LBR,EMP_NIFL_SEX_NB,BA:16,SEX_T,2010,936.513,B,R1:3513,I11:264
LBR,EMP_NIFL_SEX_NB,BA:16,SEX_M,2010,439.559,B,R1:3513,I11:264
LBR,EMP_NIFL_SEX_NB,BA:16,SEX_F,2010,496.954,B,R1:3513,I11:264
LCA,EMP_NIFL_SEX_NB,BA:1352,SEX_T,2022,27.068,,R1:3513,
LCA,EMP_NIFL_SEX_NB,BA:1352,SEX_M,2022,18.59,,R1:3513,
LCA,EMP_NIFL_SEX_NB,BA:1352,SEX_F,2022,8.478,,R1:3513,
LCA,EMP_NIFL_SEX_NB,BA:1352,SEX_T,2021,21.508,,R1:3513,
LCA,EMP_NIFL_SEX_NB,BA:1352,SEX_M,2021,13.813,,R1:3513,
LCA,EMP_NIFL_SEX_NB,BA:1352,SEX_F,2021,7.695,,R1:3513,
LCA,EMP_NIFL_SEX_NB,BA:1352,SEX_T,2020,16.606,,R1:3513,
LCA,EMP_NIFL_SEX_NB,BA:1352,SEX_M,2020,10.555,,R1:3513,
LCA,EMP_NIFL_SEX_NB,BA:1352,SEX_F,2020,6.051,,R1:3513,
LCA,EMP_NIFL_SEX_NB,BA:1352,SEX_T,2019,25.57,,R1:3513,
LCA,EMP_NIFL_SEX_NB,BA:1352,SEX_M,2019,16.516,,R1:3513,
LCA,EMP_NIFL_SEX_NB,BA:1352,SEX_F,2019,9.054,,R1:3513,
LCA,EMP_NIFL_SEX_NB,BA:1352,SEX_T,2018,25.958,,R1:3513,
LCA,EMP_NIFL_SEX_NB,BA:1352,SEX_M,2018,17.001,,R1:3513,
LCA,EMP_NIFL_SEX_NB,BA:1352,SEX_F,2018,8.957,,R1:3513,
LCA,EMP_NIFL_SEX_NB,BA:1352,SEX_T,2017,24.56,B,R1:3513,I11:264
LCA,EMP_NIFL_SEX_NB,BA:1352,SEX_M,2017,16.14,B,R1:3513,I11:264
LCA,EMP_NIFL_SEX_NB,BA:1352,SEX_F,2017,8.421,B,R1:3513,I11:264
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_T,2022,5462.073,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_M,2022,3826.588,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_F,2022,1635.485,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_T,2021,5479.266,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_M,2021,3840.257,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_F,2021,1639.009,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_T,2020,5370.141,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_M,2020,3791.122,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_F,2020,1579.02,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_T,2019,5468.009,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_M,2019,3748.721,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_F,2019,1719.288,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_T,2018,5456.119,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_M,2018,3780.469,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_F,2018,1675.65,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_T,2017,5595.887,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_M,2017,3721.405,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_F,2017,1874.483,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_T,2016,5542.174,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_M,2016,3729.685,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_F,2016,1812.489,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_T,2015,5447.473,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_M,2015,3683.967,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_F,2015,1763.505,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_T,2014,5182.958,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_M,2014,3549.213,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_F,2014,1633.745,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_T,2013,5227.672,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_M,2013,3530.906,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_F,2013,1696.767,,R1:3513,
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_T,2011,5377.74,B,R1:3513,I11:264
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_M,2011,3712.221,B,R1:3513,I11:264
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_F,2011,1665.518,B,R1:3513,I11:264
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_T,2010,5463.316,B,R1:3513,I11:264
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_M,2010,3749.586,B,R1:3513,I11:264
LKA,EMP_NIFL_SEX_NB,BA:1359,SEX_F,2010,1713.73,B,R1:3513,I11:264
LSO,EMP_NIFL_SEX_NB,BA:15666,SEX_T,2019,521.865,,R1:3513,
LSO,EMP_NIFL_SEX_NB,BA:15666,SEX_M,2019,296.967,,R1:3513,
LSO,EMP_NIFL_SEX_NB,BA:15666,SEX_F,2019,224.898,,R1:3513,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_T,2022,34.907,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_M,2022,12.083,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_F,2022,22.824,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_T,2021,33.227,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_M,2021,12.446,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_F,2021,20.782,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_T,2020,38.175,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_M,2020,15.038,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_F,2020,23.137,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_T,2019,32.004,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_M,2019,9.507,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_F,2019,22.498,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_T,2018,35.322,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_M,2018,13.208,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_F,2018,22.114,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_T,2017,37.953,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_M,2017,16.845,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_F,2017,21.108,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_T,2016,52.894,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_M,2016,25.057,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_F,2016,27.837,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_T,2015,50.068,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_M,2015,23.092,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_F,2015,26.975,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_T,2014,46.031,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_M,2014,15.926,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_F,2014,30.105,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_T,2013,48.129,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_M,2013,21.879,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_F,2013,26.25,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_T,2012,47.797,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_M,2012,24.864,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_F,2012,22.934,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_T,2011,44.073,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_M,2011,22.471,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_F,2011,21.603,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_T,2010,37.17,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_M,2010,21.98,,R1:3513_T2:85,
LTU,EMP_NIFL_SEX_NB,BB:3065,SEX_F,2010,15.191,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_T,2022,4.625,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_M,2022,1.275,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_F,2022,3.351,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_T,2021,9.089,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_M,2021,4.436,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_F,2021,4.653,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_T,2020,6.075,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_M,2020,3.28,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_F,2020,2.795,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_T,2019,5.27,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_M,2019,1.904,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_F,2019,3.366,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_T,2018,5.545,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_M,2018,2.532,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_F,2018,3.013,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_T,2017,4.255,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_M,2017,2.204,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_F,2017,2.051,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_T,2016,4.01,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_M,2016,1.135,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_F,2016,2.874,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_T,2015,5.281,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_M,2015,2.124,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_F,2015,3.157,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_T,2014,3.817,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_M,2014,1.081,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_F,2014,2.737,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_T,2013,4.174,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_M,2013,0.993,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_F,2013,3.181,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_T,2012,2.526,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_M,2012,0.761,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_F,2012,1.765,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_T,2011,2.621,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_M,2011,0.611,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_F,2011,2.01,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_T,2010,3.129,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_M,2010,1.271,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_F,2010,1.859,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_T,2009,3.326,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_M,2009,1.15,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_F,2009,2.176,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_T,2008,1.725,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_M,2008,0.223,U,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_F,2008,1.502,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_T,2007,2.636,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_M,2007,1.219,,R1:3513_T2:85,
LUX,EMP_NIFL_SEX_NB,BB:6341,SEX_F,2007,1.417,,R1:3513_T2:85,
LVA,EMP_NIFL_SEX_NB,BB:3074,SEX_T,2022,15.661,,R1:3513_T2:85,
LVA,EMP_NIFL_SEX_NB,BB:3074,SEX_M,2022,5.464,,R1:3513_T2:85,
LVA,EMP_NIFL_SEX_NB,BB:3074,SEX_F,2022,10.198,,R1:3513_T2:85,
LVA,EMP_NIFL_SEX_NB,BB:3074,SEX_T,2021,20.887,,R1:3513_T2:85,
