ref_area,indicator,source,sex,time,obs_value,obs_status,note_source,note_indicator
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_M,2022,27.716,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_F,2022,50.668,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_T,2021,78.782,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_M,2021,23.158,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_F,2021,55.624,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_T,2020,75.504,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_M,2020,16.768,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_F,2020,58.736,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_T,2019,79.643,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_M,2019,14.826,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_F,2019,64.817,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_T,2018,88.367,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_M,2018,13.68,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_F,2018,74.687,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_T,2017,110.514,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_M,2017,21.483,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_F,2017,89.031,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_T,2016,103.115,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_M,2016,22.497,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_F,2016,80.618,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_T,2015,120.303,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_M,2015,38.13,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_F,2015,82.172,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_T,2014,104.582,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_M,2014,18.288,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_F,2014,86.293,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_T,2013,104.765,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_M,2013,17.266,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_F,2013,87.499,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_T,2012,96.02,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_M,2012,31.237,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_F,2012,64.784,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_T,2011,91.727,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_M,2011,31.236,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_F,2011,60.491,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_T,2010,34.626,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_M,2010,13.03,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_F,2010,21.596,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_T,2009,37.455,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_M,2009,10.004,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_F,2009,27.451,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_T,2008,44.559,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_M,2008,14.898,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_F,2008,29.661,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_T,2007,36.063,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_M,2007,15.705,,R1:3513_T2:85,
CZE,EMP_NIFL_SEX_NB,BB:301,SEX_F,2007,20.358,,R1:3513_T2:85,
DEU,EMP_NIFL_SEX_NB,BB:5863,SEX_T,2022,906.707,,R1:3513_T2:85,
DEU,EMP_NIFL_SEX_NB,BB:5863,SEX_M,2022,455.849,,R1:3513_T2:85,
DEU,EMP_NIFL_SEX_NB,BB:5863,SEX_F,2022,450.858,,R1:3513_T2:85,
DEU,EMP_NIFL_SEX_NB,BB:5863,SEX_T,2021,636.223,,R1:3513_T2:85,
DEU,EMP_NIFL_SEX_NB,BB:5863,SEX_M,2021,284.461,,R1:3513_T2:85,
DEU,EMP_NIFL_SEX_NB,BB:5863,SEX_F,2021,351.761,,R1:3513_T2:85,
DEU,EMP_NIFL_SEX_NB,BB:5863,SEX_T,2020,1233.317,,R1:3513_T2:85,
DEU,EMP_NIFL_SEX_NB,BB:5863,SEX_M,2020,593.356,,R1:3513_T2:85,
DEU,EMP_NIFL_SEX_NB,BB:5863,SEX_F,2020,639.961,,R1:3513_T2:85,
DJI,EMP_NIFL_SEX_NB,BX:15732,SEX_T,2017,41.795,B,R1:3513,I11:264
DJI,EMP_NIFL_SEX_NB,BX:15732,SEX_M,2017,28.36,B,R1:3513,I11:264
DJI,EMP_NIFL_SEX_NB,BX:15732,SEX_F,2017,13.435,B,R1:3513,I11:264
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_T,2019,71.723,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_M,2019,36.67,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_F,2019,35.053,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_T,2018,68.847,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_M,2018,40.391,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_F,2018,28.456,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_T,2017,61.139,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_M,2017,39.953,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_F,2017,21.186,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_T,2016,81.865,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_M,2016,44.553,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_F,2016,37.312,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_T,2015,247.373,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_M,2015,170.962,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_F,2015,76.411,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_T,2014,245.574,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_M,2014,174.491,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_F,2014,71.083,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_T,2013,234.972,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_M,2013,173.616,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_F,2013,61.356,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_T,2012,235.053,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_M,2012,172.991,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_F,2012,62.062,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_T,2011,57.94,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_M,2011,33.607,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_F,2011,24.333,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_T,2010,138.511,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_M,2010,56.801,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_F,2010,81.71,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_T,2009,145.374,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_M,2009,58.682,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_F,2009,86.693,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_T,2008,53.568,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_M,2008,27.849,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_F,2008,25.719,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_T,2007,51.845,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_M,2007,28.532,,R1:3513_T2:85,
DNK,EMP_NIFL_SEX_NB,BB:3070,SEX_F,2007,23.312,,R1:3513_T2:85,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_T,2023,2692.111,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_M,2023,1663.915,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_F,2023,1028.196,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_T,2022,2646.345,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_M,2022,1646.504,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_F,2022,999.842,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_T,2021,2611.614,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_M,2021,1659.68,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_F,2021,951.934,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_T,2020,2390.846,B,R1:3513,I11:264
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_M,2020,1517.63,B,R1:3513,I11:264
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_F,2020,873.216,B,R1:3513,I11:264
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_T,2019,2531.403,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_M,2019,1581.139,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_F,2019,950.264,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_T,2018,2577.847,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_M,2018,1633.291,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_F,2018,944.555,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_T,2017,2505.486,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_M,2017,1580.118,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_F,2017,925.368,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_T,2016,2400.904,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_M,2016,1514.102,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_F,2016,886.802,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_T,2015,2315.057,B,R1:3513,I11:264
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_M,2015,1478.452,B,R1:3513,I11:264
DOM,EMP_NIFL_SEX_NB,BA:13413,SEX_F,2015,836.604,B,R1:3513,I11:264
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_T,2014,2178.233,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_M,2014,1392.725,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_F,2014,785.508,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_T,2013,2162.879,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_M,2013,1375.879,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_F,2013,787.001,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_T,2012,2160.691,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_M,2012,1369.89,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_F,2012,790.801,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_T,2011,2112.004,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_M,2011,1341.945,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_F,2011,770.06,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_T,2010,1955.853,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_M,2010,1246.445,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_F,2010,709.408,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_T,2009,1915.419,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_M,2009,1256.376,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_F,2009,659.043,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_T,2008,2061.251,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_M,2008,1318.277,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_F,2008,742.974,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_T,2007,1996.209,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_M,2007,1315.713,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_F,2007,680.497,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_T,2006,2203.813,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_M,2006,1458.526,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_F,2006,745.287,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_T,2005,2281.823,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_M,2005,1524.242,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_F,2005,757.581,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_T,2004,2840.929,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_M,2004,1844.449,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_F,2004,996.481,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_T,2003,2779.254,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_M,2003,1792.932,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_F,2003,986.323,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_T,2002,2836.591,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_M,2002,1836.361,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_F,2002,1000.23,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_T,2001,2661.624,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_M,2001,1739.155,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_F,2001,922.47,,R1:3513,
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_T,2000,2758.106,B,R1:3513,I11:264
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_M,2000,1798.028,B,R1:3513,I11:264
DOM,EMP_NIFL_SEX_NB,BA:3,SEX_F,2000,960.079,B,R1:3513,I11:264
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2023,5526.402,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2023,3084.147,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2023,2442.255,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2022,5504.992,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2022,3111.96,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2022,2393.032,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2021,5381.079,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2021,3105.266,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2021,2275.813,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2019,4984.28,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2019,2819.738,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2019,2164.542,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2018,4871.143,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2018,2755.805,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2018,2115.337,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2017,4855.646,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2017,2709.671,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2017,2145.975,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2016,4562.138,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2016,2579.488,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2016,1982.65,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2015,4163.113,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2015,2410.825,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2015,1752.287,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2014,3929.606,B,R1:3513,I11:264
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2014,2377.427,B,R1:3513,I11:264
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2014,1552.178,B,R1:3513,I11:264
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2013,4018.094,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2013,2418.565,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2013,1599.529,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2012,3984.369,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2012,2409.324,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2012,1575.045,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2011,3973.227,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2011,2415.788,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2011,1557.439,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2010,4104.091,B,R1:3513,I11:264
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2010,2509.86,B,R1:3513,I11:264
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2010,1594.23,B,R1:3513,I11:264
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2009,4305.41,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2009,2587.645,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2009,1717.764,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2008,4446.176,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2008,2649.516,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2008,1796.661,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2007,4463.102,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2007,2665.497,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2007,1797.605,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2006,4533.318,B,R1:3513,I11:264
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2006,2736.414,B,R1:3513,I11:264
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2006,1796.904,B,R1:3513,I11:264
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2005,4369.087,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2005,2660.725,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2005,1708.362,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2004,4226.686,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2004,2523.47,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2004,1703.216,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2003,3958.804,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2003,2462.847,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2003,1495.957,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_T,2001,4298.781,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_M,2001,2575.083,,R1:3513,
ECU,EMP_NIFL_SEX_NB,BA:19,SEX_F,2001,1723.698,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_T,2019,17502.615,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_M,2019,15430.807,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_F,2019,2071.809,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_T,2018,16585.641,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_M,2018,14094.082,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_F,2018,2491.559,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_T,2017,16576.452,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_M,2017,13276.559,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_F,2017,3299.894,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_T,2016,15671.689,B,R1:3513,I11:264
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_M,2016,12621.098,B,R1:3513,I11:264
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_F,2016,3050.591,B,R1:3513,I11:264
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_T,2015,14824.117,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_M,2015,11864.887,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_F,2015,2959.23,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_T,2013,13812.145,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_M,2013,11058.097,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_F,2013,2754.048,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_T,2012,13176.694,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_M,2012,10784.454,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_F,2012,2392.24,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_T,2011,13710.247,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_M,2011,11138.511,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_F,2011,2571.736,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_T,2010,13734.521,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_M,2010,11074.625,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_F,2010,2659.896,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_T,2009,12729.883,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_M,2009,10142.648,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_F,2009,2587.235,,R1:3513,
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_T,2008,12542.731,B,R1:3513,I11:264
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_M,2008,10048.915,B,R1:3513,I11:264
EGY,EMP_NIFL_SEX_NB,BA:582,SEX_F,2008,2493.816,B,R1:3513,I11:264
ESP,EMP_NIFL_SEX_NB,BB:3071,SEX_T,2022,520.954,,R1:3513_T2:85,
ESP,EMP_NIFL_SEX_NB,BB:3071,SEX_M,2022,197.67,,R1:3513_T2:85,
ESP,EMP_NIFL_SEX_NB,BB:3071,SEX_F,2022,323.284,,R1:3513_T2:85,
ESP,EMP_NIFL_SEX_NB,BB:3071,SEX_T,2021,777.628,,R1:3513_T2:85,
ESP,EMP_NIFL_SEX_NB,BB:3071,SEX_M,2021,356.52,,R1:3513_T2:85,
ESP,EMP_NIFL_SEX_NB,BB:3071,SEX_F,2021,421.108,,R1:3513_T2:85,
ESP,EMP_NIFL_SEX_NB,BB:3071,SEX_T,2020,547.207,,R1:3513_T2:85,
ESP,EMP_NIFL_SEX_NB,BB:3071,SEX_M,2020,249.962,,R1:3513_T2:85,
ESP,EMP_NIFL_SEX_NB,BB:3071,SEX_F,2020,297.245,,R1:3513_T2:85,
ESP,EMP_NIFL_SEX_NB,BB:3071,SEX_T,2019,623.666,,R1:3513_T2:85,
ESP,EMP_NIFL_SEX_NB,BB:3071,SEX_M,2019,274.791,,R1:3513_T2:85,
ESP,EMP_NIFL_SEX_NB,BB:3071,SEX_F,2019,348.874,,R1:3513_T2:85,
ESP,EMP_NIFL_SEX_NB,BB:3071,SEX_T,2018,684.195,,R1:3513_T2:85,
ESP,EMP_NIFL_SEX_NB,BB:3071,SEX_M,2018,255.258,,R1:3513_T2:85,
ESP,EMP_NIFL_SEX_NB,BB:3071,SEX_F,2018,428.937,,R1:3513_T2:85,
ESP,EMP_NIFL_SEX_NB,BB:3071,SEX_T,2017,712.118,,R1:3513_T2:85,
ESP,EMP_NIFL_SEX_NB,BB:3071,SEX_M,2017,347.077,,R1:3513_T2:85,
